Title,Company,Location,Type,Level,YearsExp,Country,Skills,MinYearsExp,MaxYearsExp
Flutter Developer,Profolio Consulting, Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Computer Science, Software Development, APIs, UI, Flutter, DART, UX, UI/UX, English, Mobile App Developer",2,4
Senior Android Developer / React Native Developer,Profolio Consulting, Maadi,Full Time,Work From Home,3+ Yrs of Exp,Cairo,"2 Vacancies, Information Technology (IT), Computer Science, Software Development, Android, Agile, React, RESTful, Kotlin, Appium",3,5
Senior IOS Developer,Profolio Consulting, Maadi,Full Time,Work From Home,3+ Yrs of Exp,Cairo,"2 Vacancies, Information Technology (IT), Software Development, Swift, JSON, Computer Science, RESTful, Agile, Appium, TestNG",3,5
Senior Front-End Developer,Profolio Consulting, New Cairo,Full Time,Experienced,10+ Yrs of Exp,Cairo,"Computer Science, Software Development, javaScript, Front End, Agile, Git, Typescript, Jenkins, CI, React JS",10,12
Electrical Site Engineer,Mantrac, Sohag,Full Time,Entry Level,0-5 Yrs of Exp,Egypt,"Electrical Engineering, Mechatronics, English, Communication Skills, Engineering - Mechanical/Electrical",0,5
Mechanical Site Engineer,Mantrac, Sohag,Full Time,Entry Level,0-5 Yrs of Exp,Egypt,"Males Only, Mechanical Engineering, Site Engineering, English, Communication Skills, Engineering - Mechanical/Electrical",0,5
Senior Classes Administrator - Nasr City branch,SYE English Community, Nasr City,Full Time,Shift Based,2-4 Yrs of Exp,Cairo,"2 Vacancies, Customer Service, Receptionist, Customer Care, Customer Support, Administration, Microsoft Office, Office Management",2,4
Chief Technology Officer (CTO),Confidential, Heliopolis,Full Time,Senior Management,5+ Yrs of Exp,Cairo,"CTO, Information Technology (IT), Software Development, AWS, Devops, Integrations, Agile, MBA, Node, Frontend, Backend",5,7
OffShore Business Development Specialist -...,ESG Consulting, Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Selling, Business Development, English, Communication Skills, Sales Skills, Writing, Excel, Business Development, Sales/Retail",1,3
Executive Secretary,Peerless, Mohandessin,Full Time,Experienced,6-10 Yrs of Exp,Giza,"Administration, Office Management, Microsoft Office, English, MS Office, Executive Secretary, Administrative, Personal Assistant",6,10
Senior Account Manager,Cultark, Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Digital Marketing, Communication Skills, SEO, Business Administration, Sales Skills, Customer Service, Creative/Design/Art",3,5
UI Developer / Designer,Future Face, Nasr City,Full Time,Experienced,4-10 Yrs of Exp,Cairo,"Computer Science, UI, Software Development, UX, CSS, HTML, javaScript, Bootstrap, Adobe Illustrator, jQuery",4,10
Full Stack Developer - PHP Laravel,E3mel Business for Financial & Managerial Consultancy, Maadi,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Males Only, Software Development, Information Technology (IT), Computer Science, CSS, JavaScript, Project Management, PHP, Laravel",3,6
Printing Engineer,Nahdet Misr Publishing Group, 6th of October,Full Time,Entry Level,0-7 Yrs of Exp,Giza,"Applied Arts, Printing Engineering, Publishing, Engineering - Other",0,7
Technical Sales Coordinator/ Engineer,Industrial Services Center - Datco, Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Sales Skills, Sales Target, English, Microsoft Office, Arabic, Pre-Sales, Mechanical Engineering, Electrical Engineering",0,2
Accounting Manager,SMARTTEL, Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Accounting, Finance, Financial Management, Financial Analysis, Taxes, Accounting/Finance",7,10
Property Consultant,Marseilia, Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Real Estate, Sales Skills, Customer Service, Customer Care, Customer Support, Property, Sales target, Communication Skills, English",3,5
Front Desk / Sales Admin (Real Estate),infinity investments, New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Real Estate, English, CRM, MS Office, Sales Admin, Sales Support, Sales Operations, Sales Coordinator, Administration, Sales/Retail",2,4
Senior Backend Developer,Premier Services and Recruitment, Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"PHP, Backend Developer, Information Technology (IT), Computer Science, Software Development, Software Engineering, MySQL, Git, OOP",3,5
Accountant (SAP User),Talaat Moustafa Group, Dokki,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Finance, Microsoft Office, Financial Analysis, Financial Management, Accounts Receivable, Microsoft Excel, AR, AP, SAP",1,3
Cost Analysis Accountant,Melco-Mec Egypt for Elevators & Escalators - Mitsubishi, Dokki,Full Time,Experienced,8-10 Yrs of Exp,Giza,"Accounting Software, Financial Analysis, Cost Analyst, Cost Analysis, Finance, Analytical, English, Accounting/Finance",8,10
IT Specialist,Confidential, Badr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"IT, Surveillance, Computer Science, Installation, Maintenance, Computer Engineering, Telecom, IT/Software Development",4,6
Financial Manager,Confidential, Badr City,Full Time,Manager,10+ Yrs of Exp,Cairo,"Financial Management, Accounting, Tax, Planning, Budgeting, Financial Analysis, Accounting/Finance, Operations/Management",10,12
Telesales Agent,Confidential, Badr City,Full Time,Work From Home,3-7 Yrs of Exp,Cairo,"Females Only, Telesales, Customer Service, Sales Skills, Customer Care, Customer Support, Customer Service/Support, Sales/Retail",3,7
Accountant - Sharqia,Orientals for Urban Development, 10th of Ramadan City,Full Time,Entry Level,1-3 Yrs of Exp,Sharqia,"Accounting, Finance, Agriculture, Financial Management, Financial Analysis, Microsoft Office, Computer Skills, English",1,3
Admin Coordinator - Sharqia,Orientals for Urban Development, 10th of Ramadan City,Full Time,Entry Level,0-3 Yrs of Exp,Sharqia,"Administration, Communication Skills, Microsoft Office, Computer Skills, English, Ms Office, Administration",0,3
Recruiter,Profolio Consulting, Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Human Resources (HR), Microsoft Office, Hiring, English, Recruiting, Interview, IT, On Boarding, Candidate Experience, Personnel",1,3
Data Science Team Lead,Artificial Intelligence and Data Mining (AIDM), Jeddah,Full Time,Manager,8+ Yrs of Exp,Saudi Arabia,"Deep Learning, NLP, Data Science, Team Leadership, Data Mining, Analytics, Python, Tensorflow, Keras, Computer Science, .NET",8,10
HR Generalist,Europcar, Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Recruitment, Employee Relations, HR Generalist, Human Resources (HR), English, HR, Payroll, Communication Skills, HR Certificate",2,4
Content Writer,Confidential, Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Social Media, Content Writing, SEO, English, Arabic, WordPress, Research, E-Commerce, Online ordering, Creating Content",2,4
E-Commerce Operation Specialist,Carina Wear, New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Social Media, E-marketing, Operations, Management, Communication, Business, ERP, Magento, Excel, Skills, IT/Software Development",2,4
Data Entry Specialist,Etisal EG, Rehab City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Data Entry, Administration, Microsoft Office, Administration, Writing/Editorial",1,3
Network Security Engineer,EGID company, New Cairo,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Networking, CCNP Security, Computer Science, Network Security, Engineering, VPN, Information Security",4,6
Chief Financial Officer,Confidential, Cairo,Full Time,Senior Management,15-20 Yrs of Exp,Egypt,"Financial Management, Financial Analysis, CIMA, CPA, Computer Skills, MBA, Business, Accounting Software, Accounting/Finance",15,20
Digital Marketing Manager,Profolio Consulting, Maadi,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Social Network Advertising, Marketing budget, Digital Marketing, Marketing Channels, Twitter, B2B, Social Media, Facebook",5,10
Content Writer,Nile University, Sheikh Zayed,Part Time,Freelance / Project,3+ Yrs of Exp,Giza,"Marketing, Content Management, Journalism, Writing, Editing, English, Arabic, Content Editor, Writing/Editorial",3,5
Senior Full Stack .NET Developer,Confidential, Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"HTML5, RESTful, MVC, Xamarin, Bootstrap, jQuery, NodeJS, Microsoft SQL Server, ASP.NET, C#, Information Technology (IT), Angular",4,6
System Administrator,EGID company, New Cairo,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Information Technology (IT), System Administration, Operating Systems, Communication Engineering, IT/Software Development",4,6
Software Business Analyst - Mansoura,AlQemam For Programming, Mansoura,Full Time,Entry Level,1+ Yrs of Exp,Dakahlia,"Software Analysis, Software Development, Programming, Scripting, Computer Science, Computer Engineering, Software Engineering, SDLC",1,3
Community Manager,Profolio Consulting, Maadi,Full Time,Manager,5-12 Yrs of Exp,Cairo,"Saas, Social Media, Communication, Online Marketing, Customer Engagement, PR, Microsoft Office, Sales, English, Arabic, Marketing Channels",5,12
Accounting Manager,Life Farm, Cairo,Full Time,Manager,7+ Yrs of Exp,Egypt,"Computer Skills, Microsoft Office, ERP, Financial Records, Journals, Ledgers, Taxation, General Accounting, Finance, Billing",7,9
General Ledger Accountant,Confidential, New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"General Ledger, Accounting Procedures, Real Estate, GAAP, English, Financial Analysis, Accounting/Finance",3,5
Farm Administrative Manager,Life Farm, Cairo,Full Time,Manager,7+ Yrs of Exp,Egypt,"Agriculture Engineering, Administration, Engineering - Other",7,9
OD Supervisor,Onepoint HR Solutions, Cairo,Full Time,Manager,4-6 Yrs of Exp,Egypt,"Management, HR, OD, HR Diploma, Leadership, English, Human Resources",4,6
Network Engineer,EGID company, New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"CCNA, Information Technology (IT), Computer Science, Engineering, Networking, CCNP, IT/Software Development",2,4
Receptionist,Life Farm, Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Human Resources, Administration, Front Office, Customer Service, Customer Care, Reception Desk, Office Management, Receptionist",2,4
Packaging - Production Engineer,SAVOLA, 10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,"Manafacturing, Food Production, Mechanical Engineering, Production Engineering, English, Packaging, Manufacturing/Production",3,5
Sales Executive - Alexandria,Hamza Group, Alexandria,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Sales Skills, Sales Target, English, Negotiation, Sales/Retail",3,5
Medium Voltage Sales Engineer,Teba United, 10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Medium Voltage, Sales, Low Voltage, Sales/Retail, Engineering - Mechanical/Electrical",3,5
Senior Accountant,Majestic Pharmaceuticals, New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Finance, Financial Analysis, Financial Management, Computer Skills, Financial Reporting, Accounting, Accounting/Finance",4,6
Business Analyst / Product Owner,3i Vision LTD., Dokki,Full Time,Experienced,4-6 Yrs of Exp,Giza,"Business Analysis, Agile, Scrum, Analytical Skills, Computer Science, MIS, SQL, IT/Software Development",4,6
Sales Representative - Giza,Majestic Pharmaceuticals, Giza,Full Time,Experienced,4+ Yrs of Exp,Giza,"Sales Skills, Sales Target, Pharmaceutical, Communication Skills, Microsoft Office, Computer Skills, Medical, Pharmacy, Sales/Retail",4,6
Senior Project & Business Operations Coordinator...,infasme.com, Dubai,Full Time,Experienced,2-4 Yrs of Exp,United Arab Emirates,"Operations, Leadership, Administration, Microsoft Office, Arabic, English, Administration, Operations/Management",2,4
Production Engineer,Teba United, 10th of Ramadan City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sheet Metals, Mechanical Engineering, Manufacturing, Manufacturing/Production, Engineering - Mechanical/Electrical",2,5
General Manager - Railroad Constructions,Confidential, Cairo,Full Time,Senior Management,15-20 Yrs of Exp,Egypt,"Engineering Management, Operations, GM, General Management, Strategy, MBA, Transformation, Operations/Management",15,20
Front End Developer (React),iHorizons, Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Computer Science, Software Development, Redux, React Native, SASS, LESS, CSS, Bootstrap, Reactjs, React Hooks, Typescript",4,6
Real Estate Sales Representative - Nasr City,Confidential, Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Outdoor Sales, Property, Customer Service, Customer Care, Customer Support, Advertising",1,3
Senior Telesales Agent,Aqarmap.com, Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property",2,4
Sales Specialist - Alex,Aqarmap.com, Alexandria,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property",1,3
Sales Representative,Aqarmap.com, Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property",1,3
Vodafone UK - International Account Advisor –...,Majorel Egypt, Stanley,Full Time,Entry Level,0-2 Yrs of Exp,Alexandria,"Customer Service, Customer Care, Customer Support, Computer Skills, English, Customer Service/Support",0,2
Procurement Engineer,Simplex, Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Microsoft Office, Inventory, Raw Material, Purchasing, Procurement, CNC, Mechanical Engineering, Electrical Engineering, Manufacturing",1,3
Front End Developer (Angular),iHorizons, Maadi,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Information Technology (IT), Software Development, AngularJS, javaScript, Angular 2+, Typescript, Bootstrap 4, Flexbox, ReactJs",3,7
Sr. Flutter Developer,3i Vision LTD., Dokki,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Applications, Android, ASP.NET, AJAX, Flutter, Software Development, Computer Science, IT/Software Development",2,3
Accounts Receivable Accountant,Somabay, Zamalek,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Accounting, Commerce, Finance, Business Administration, Accounts Receivable, Financial Analysis, ERP, Accounting/Finance",5,7
Promotion & Sales Representative,Selah ElTelmeez For publishing & printing, Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Sales, Marketing, Customer Service, Promotions, Support, Advertising, Customer Service/Support, Sales/Retail",0,2
Sales Representative,Aqua Chiara Egypt, 6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Sales Skills, Sales Target, CRM, Customer Service, Customer Service/Support, Sales/Retail",1,3
English Teacher - Kindergarten,Talent Language School, Hadayek October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Kindergarten, Education, Teaching, KG, English, School, Teacher, Education/Teaching",2,5
English Teacher / 3rd Primary - Giza,Talent Language School, Hadayek October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Females Preferred, Teaching, Education, English, Education/Teaching, Training/Instructor",2,5
Sales Account Executive - (French Speaker),infasme.com, Heliopolis,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Sales Skills, Customer Service, Business Administration, Management, Salesforce, Sales Target, Communication, Negotiation, French",0,3
Business Analyst,Royal Herbs, Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Excel, Analytical Skills, Analyst/Research",1,3
Sales Support,Al-Mansour, Mohandessin,Full Time,Entry Level,2-4 Yrs of Exp,Giza,"coordination, Customer Support, Customer Service, Sales Skills, Administration, Sales/Retail",2,4
Factory Manager,Confidential, Cairo,Full Time,Manager,15+ Yrs of Exp,Egypt,"Production, Manufacturing, Engineering, Operations/Management, Manufacturing/Production, Engineering - Other",15,17
Banking Account Manager,Fawry Banking & Payment Technology Services, 6th of October,Full Time,Experienced,4-6 Yrs of Exp,Giza,"Sales Target, Sales Skills, Accounting, Finance, Commerce, Banking Account Management, Business Administration, English, Banking",4,6
Process Engineer,Groupe- Atlantic, 10th of Ramadan City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Chemical Engineering, Industrial Powder Coating, Painting Process, Science, TIG, MIG, Mechanical Engineering, Six Sigma",2,4
Senior Products Delivery Manager,Fawry Banking & Payment Technology Services, Smart Village,Full Time,Manager,13-16 Yrs of Exp,Giza,"Information Technology (IT), Leadership, Technical, MBA, Computer Science, MSC, IT/Software Development",13,16
Digital Marketing Creative Content Creator,IFSM, Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Social Media, Digital Marketing, Creative, Content Creation, Writing/Editorial, Marketing/PR/Advertising, Media/Journalism/Publishing",2,4
CEO Personal Assistant,IFSM, Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Administration, Office Management, Microsoft Office, Administration",2,4
Sr. Graphic Designer,Limelite LLC., New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Marketing, Advertising, Adobe Photoshop, Adobe Illustrator, Adobe Indesign, Branding, Creative, Corporate Identity, experience",1,3
